Doc,True idx,True Target,Candidate idx,Max Candidate,Position,True Target JLL,Max Candidate JLL,ABS diff
829,48,strickland is fantastic and steals,49,is fantastic and steals the ,1,-30.78549,-12.3345,18.45099
830,77,was a perfect description of,77,show was a perfect of ,0,-28.63181,-28.63181,0
831,51,about the worst kind of,52,the worst kind of sheriff ,1,-46.09622,-9.56333,36.53289
832,48,this god awful movie that,49,god awful movie that on ,1,-27.89139,-8.87482,19.01657
833,44,thing the bad thing are,45,the bad thing are many ,1,-28.80894,-12.40106,16.40788
834,57,scalise acts funny affected manner,59,acts funny manner his his ,2,-50.7341,-23.55943,27.17467
835,47,as his best work for,10,      the conclusion ,-37,-19.74821,-15.63865,4.10956
836,-1,opinion the best art house/horror,72,the best art house horror ,73,-35.31001,-26.41247,8.89754
837,48,absolutely the best none animated,49,the best none animated family ,1,-38.64284,-11.23812,27.40472
838,50,not uniformly great by any,51,not great by any mean ,1,-42.30526,-24.09692,18.20834
839,47,was never great literature it,49,never great it is in ,2,-62.64665,-21.01663,41.63002
840,-1,a truly amazing and illiant,71,those who do not are ,72,-43.13312,-35.60063,7.53249
841,63,charismatic a solid first feature,50,well done the two main ,-13,-76.49931,-29.53933,46.95998
842,43,this on poor screenplay and,0,          ,-43,-44.37525,-15.83776,28.53749
843,68,with a poor clean up,69,a poor clean up of ,1,-43.10976,-25.36433,17.74543
844,74,all time favorite i am,74,all time favorite i am ,0,-21.6799,-21.6799,0
845,78,do not waste your time,65,one of the other or ,-13,-26.03672,-26.01585,0.02087
846,44,been so badly underrated that,45,so badly underrated that it ,1,-42.61446,-16.9721,25.64236
847,47,doing their best it all,48,their best it all pity ,1,-33.04075,-14.51416,18.52659
848,77,acting is great and the,64,place it is a very ,-13,-34.8196,-23.29915,11.52045
849,43,mediocre at best what is,45,at best what is the ,2,-21.62717,-16.89851,4.72866
850,47,what a dreadful film this,62,this mess is the sight ,15,-28.03294,-21.68087,6.35207
851,78,recommend this funny moving movie,67,looked different and they felt ,-11,-35.44825,-28.0446,7.40365
852,56,shockingly un funny on top,57,un funny on top of ,1,-42.98477,-16.61677,26.368
853,-1,a total waste of film,72,too stupid to be dangerous ,73,-54.32219,-16.19258,38.12961
854,46,nearly no funny scene the,47,no funny scene the comedy ,1,-39.87933,-14.6102,25.26913
855,45,performance and excellent cinematography make,0,          ,-45,-38.40463,-10.6568,27.74783
856,51,is a great movie i,52,a great movie i like ,1,-28.19183,-25.80997,2.38186
857,52,beyond our best effort of,0,          ,-52,-31.49513,-19.87096,11.62417
858,43,not a great film but,40,expected it is not a ,-3,-24.21497,-22.08386,2.13111
859,44,please nikhilji avoid putting such,45,please avoid putting such scene ,1,-42.10194,-16.19384,25.9081
860,44,were just laughable in the,45,just laughable in the first ,1,-35.01346,-14.15863,20.85483
861,46,probably the best sequel disney,47,the best sequel disney has ,1,-34.0735,-24.75205,9.32145
862,-1,watch it 10/10,46,this tv show is a ,47,-51.02402,-29.13482,21.8892
863,-1,than this 2/10,64,was boring though it was ,65,-39.39204,-27.59496,11.79708
864,47,showed their best performance cecilia,13,      to be ,-34,-38.36016,-16.21991,22.14025
865,49,so incredibly disappointing that i,50,incredibly disappointing that i could ,1,-28.17122,-19.29268,8.87854
866,43,and its funny its really,47,really funny the director says ,4,-49.86725,-10.3193,39.54795
867,-1,like an insult to the,0,          ,1,-65.1536,-65.1536,0
868,44,what a fun movie experience,58,i enjoyed it more than ,14,-28.52043,-15.2036,13.31683
869,44,flimsy at best the cast,26,is terrible but it is ,-18,-43.31874,-18.1897,25.12904
870,43,is a great story about,44,a great story about how ,1,-29.02659,-13.17482,15.85177
871,45,excellent the best since the,46,the best since the series ,1,-46.29986,-8.41884,37.88102
872,44,was rather boring so i,45,rather boring so i myself ,1,-38.64914,-24.84331,13.80583
873,46,is her best work but,47,her best work but because ,1,-30.53296,-8.14049,22.39247
874,44,film was amazing it is,45,was amazing it is an ,1,-36.88108,-18.22249,18.65859
875,-1,not be disappointed,49,effect are quite good this ,50,-74.31863,-32.63931,41.67932
876,-1,well and 9/10 were just,0,          ,1,-53.96375,-8.07991,45.88384
877,44,dumb and funny as hell,45,and funny as hell and ,1,-20.98908,-16.00079,4.98829
878,42,complete with poor attempt at,43,with poor attempt at poignant ,1,-36.17932,-19.79268,16.38664
879,46,out the funny bit and,47,the funny bit and occasionally ,1,-37.68547,-20.53614,17.14933
880,48,to the bad the screenplay,49,the bad the screenplay this ,1,-36.96865,-23.39458,13.57407
881,-1,deserves a 2/10 but that,61,2 10 but that is ,62,-50.52765,-9.64079,40.88686
882,56,of the best stuff mike,70,are wonderful but as always ,14,-41.35335,-29.60359,11.74976
883,48,little belgian gem two day,49,little gem two day after ,1,-30.60232,-27.06664,3.53568
884,43,was so great i am,44,so great i am a ,1,-34.94784,-8.93393,26.01391
885,49,what a funny man he,50,a funny man he is ,1,-37.17669,-18.24213,18.93456
886,47,was utterly fantastic despite a,48,utterly fantastic despite a approach ,1,-27.81009,-20.21729,7.5928
887,43,at his best debbie reynold,0,          ,-43,-51.6275,-1.50961,50.11789
888,-1,for you 9/10,76,and bad movie this one's ,77,-80.75607,-19.32107,61.435
889,46,possibly the worst film to,47,the worst film to ever ,1,-38.56482,-22.82647,15.73835
890,-1,movie deserves 2/10 1 5,48,10 1 5 star for ,49,-40.62789,-18.82771,21.80018
891,45,either whose awful impression of,0,          ,-45,-28.17238,-15.87883,12.29355
892,48,not the best kill in,71,it was the perfect way ,23,-33.69366,-24.1692,9.52446
893,52,won a best actor oscar,51,  won a best actor ,-1,-31.53177,-18.71206,12.81971
894,51,be this fantastic story was,0,          ,-51,-38.50293,-7.83327,30.66966
895,49,are pricelessly funny and other,49,which are funny and other ,0,-20.15011,-20.15011,0
896,46,just a pathetic attempt for,47,a pathetic attempt for a ,1,-26.20006,-15.36156,10.8385
897,49,ending up badly injured the,51,up badly the two from ,2,-36.07421,-19.69995,16.37426
898,-1,get a funny one farce,66,amusing in spot but utterly ,67,-65.27442,-36.57912,28.6953
899,43,amusing and fun to watch,43,amusing and fun to watch ,0,-20.76024,-20.76024,0
900,47,a very poor box office,48,very poor box office showing ,1,-24.11967,-9.90759,14.21208
901,76,is a enjoyable holiday movie,75,it is a enjoyable holiday ,-1,-41.00767,-19.95296,21.05471
902,46,has the best story the,47,the best story the way ,1,-37.44352,-13.90073,23.54279
903,44,is the worst kind of,45,the worst kind of film ,1,-34.68594,-12.60006,22.08588
904,43,macae and funny it was,47,and funny it was at ,4,-40.92961,-14.52691,26.4027
905,49,when santo fails the mission,50,when fails the mission goes ,1,-53.34519,-20.28301,33.06218
906,49,is awful badly directed badly,50,awful badly directed badly edited ,1,-39.10228,-18.56161,20.54067
907,48,not even funny to watch,49,even funny to watch as ,1,-19.41054,-17.40084,2.0097
908,44,this movie unfortunately misses that,32,it was the only way ,-12,-30.63094,-23.49228,7.13866
909,45,it very enjoyable it is,46,very enjoyable it is a ,1,-30.18083,-17.45461,12.72622
910,47,order to avoid a disaster,47,order to avoid a disaster ,0,-19.87596,-19.87596,0
911,43,recall the best thing in,44,the best thing in them ,1,-55.30673,-7.66701,47.63972
912,75,these guy funny then you,76,guy funny then you can ,1,-42.1748,-20.55825,21.61655
913,50,out very badly like when,51,very badly like when got ,1,-38.6019,-16.39506,22.20684
914,51,easily the best b rate,0,          ,-51,-33.00125,-19.16479,13.83646
915,51,zany and fun comic ride,52,and fun comic ride when ,1,-36.33032,-21.09232,15.238
916,48,of the best is probably,49,the best is probably one ,1,-45.39809,-14.76452,30.63357
917,49,is the best as opposed,78,absolute worst horror film i ,29,-15.88963,-14.18962,1.70001
918,72,this little gem will be,73,little gem will be the ,1,-27.70951,-20.70394,7.00557
919,45,all that funny and then,46,that funny and then when ,1,-26.16993,-14.91617,11.25376
920,54,have the best of both,55,the best of both world ,1,-38.0848,-10.6367,27.4481
921,-1,are the best,0,          ,1,-46.23426,-10.37402,35.86024
922,48,through a bad divorce she,68,to work for the as ,20,-36.90852,-33.32443,3.58409
923,44,scene that surprisingly and thankfully,45,that surprisingly and thankfully are ,1,-43.05278,-21.07455,21.97823
924,-1,more overall 10/10 should have,76,10 10 should have won ,77,-43.82995,-6.12699,37.70296
925,47,are definitely funny moment some,48,definitely funny moment some of ,1,-50.19087,-14.94012,35.25075
926,47,animal doing funny thing in,0,          ,-47,-46.78002,-10.10144,36.67858
927,48,and also funny but the,49,also funny but the one ,1,-27.16477,-9.84966,17.31511
928,45,not even funny the first,46,even funny the first time ,1,-28.353,-11.39178,16.96122
929,46,were very annoying when they,32,very boring and not as ,-14,-30.79134,-12.20757,18.58377
930,48,but this dreadful screenplay by,49,this dreadful screenplay by and ,1,-40.97724,-16.57517,24.40207
931,-1,move perfectly 5/10 star,0,          ,1,-64.7368,-7.19596,57.54084
932,48,is one awful film but,0,          ,-48,-36.40238,-8.73763,27.66475
933,43,is thoroughly bad and his,44,thoroughly bad and his character ,1,-33.57484,-15.51025,18.06459
934,47,are very funny for instance,48,very funny for instance talk ,1,-29.93318,-12.4139,17.51928
935,46,crack shot funny initially but,9,    movie seems to ,-37,-47.30747,-19.70095,27.60652
936,52,profound but funny and supposedly,52,not but funny and supposedly ,0,-25.89703,-25.89703,0
937,54,human never dull and flushed,56,never dull and in the ,2,-50.66328,-22.42801,28.23527
938,42,meet his perfect woman only,57,his other what is a ,15,-69.76464,-29.49346,40.27118
939,-1,this is best avoided,0,          ,1,-80.07406,-13.89147,66.18259
940,-1,just a horrible movie,58,one of the most painful ,59,-38.04256,-22.52041,15.52215
941,48,them the worst by far,49,the worst by far is ,1,-37.60576,-24.92957,12.67619
942,45,sequence the best moment in,46,the best moment in the ,1,-40.56946,-23.27947,17.28999
943,46,the most beautiful romantic movie,47,most beautiful romantic movie i ,1,-29.46954,-19.47418,9.99536
944,54,an excellent interpretation of,55,an excellent interpretation of jim ,1,-60.334,-9.74687,50.58713
945,44,acting as poor the story,45,as poor the story absurd ,1,-25.0109,-17.39231,7.61859
946,46,it has subtle message about,47,has subtle message about feeling ,1,-39.71935,-15.7118,24.00755
947,45,even remotely funny or even,46,remotely funny or even once ,1,-19.91722,-17.12602,2.7912
948,54,to look stupid then there,55,look stupid then there were ,1,-30.4796,-19.4961,10.9835
949,44,great mystery but,0,          ,-44,-9.09053,-7.12147,1.96906
950,-1,do not waste your time,44,  and were so incredibly ,45,-45.86322,-33.14861,12.71461
951,56,of the best thriller i,47,overall enjoyable movie i would ,-9,-43.87857,-21.16021,22.71836
952,-1,bit soo funny and the,78,      and always ,79,-58.88611,-58.88611,0
953,45,did a fantastic job for,25,not say much and looked ,-20,-41.84028,-31.41606,10.42422
954,45,it was awful and he,46,was awful and he explained ,1,-30.84998,-19.96054,10.88944
955,42,just plain stupid movie i,43,plain stupid movie i have ,1,-20.18384,-17.66913,2.51471
956,59,is very dull the opening,60,very dull the opening and ,1,-32.42216,-16.55671,15.86545
957,43,was really disappointed and wondering,44,really disappointed and wondering all ,1,-39.62347,-9.63384,29.98963
958,-1,happened next 7/10,47,still a surprisingly good and ,48,-40.38226,-23.24291,17.13935
959,66,matter how poor the script,0,          ,-66,-32.61044,-7.58182,25.02862
960,50,of festering waste but found,49,this pile of waste but ,-1,-36.97248,-25.99959,10.97289
961,49,with his great grandfather syberberg,0,          ,-49,-69.57931,-11.37405,58.20526
962,46,into a beautiful and moving,47,a beautiful and moving movie ,1,-38.67246,-18.64341,20.02905
963,46,not a great film there,46,not a great film there ,0,-22.14352,-22.14352,0
964,44,to be funny the only,45,be funny the only reason ,1,-35.62598,-16.97683,18.64915
965,58,have the best picture so,59,the best picture so i ,1,-44.27582,-26.7035,17.57232
966,49,is a beautifully realistic look,50,a beautifully realistic look at ,1,-30.92141,-22.62738,8.29403
967,46,filled with enjoyable action though,0,          ,-46,-30.8817,-26.12995,4.75175
968,43,soundtrack is fantastic and so,44,is fantastic and so right ,1,-42.56923,-16.92898,25.64025
969,47,of this terrible film is,0,          ,-47,-40.73352,-7.23343,33.50009
970,46,the absolutely fantastic performance from,47,absolutely fantastic performance from having ,1,-40.14697,-12.10335,28.04362
971,48,is a great dentist everyone,49,a great dentist everyone loves ,1,-40.72384,-15.82123,24.90261
972,48,so very predictable then her,49,very predictable then her husband ,1,-29.38719,-18.16849,11.2187
973,45,cb4 was awful but it,46,was awful but it may ,1,-47.60637,-19.82193,27.78444
974,43,out there funny and right,44,there funny and right here ,1,-36.13749,-22.69763,13.43986
975,44,was not awful but it,41,  this movie was not ,-3,-34.98177,-17.28288,17.69889
976,64,maurice tourneur's best work pickford,0,          ,-64,-55.78171,-4.71428,51.06743
977,48,is truly awful more embarrassing,49,truly awful more embarrassing than ,1,-29.4656,-18.71594,10.74966
978,43,of the best b picture,42,one of the best b ,-1,-39.59582,-21.28084,18.31498
979,43,is the best stand up,71,his best work i would ,28,-31.48091,-13.44512,18.03579
980,51,was both funny and truthful,17,      his man ,-34,-47.62098,-24.46074,23.16024
981,46,performance is amazing and it,47,is amazing and it is ,1,-32.13618,-18.49665,13.63953
982,45,film is terrible you do,46,is terrible you do not ,1,-31.63105,-14.08907,17.54198
983,54,up it lacks excitement the,55,it lacks excitement the finale ,1,-45.45427,-14.40248,31.05179
984,43,she was great and so,0,          ,-43,-45.9857,-6.1052,39.8805
985,47,some very funny joke in,48,very funny joke in the ,1,-28.07432,-13.7831,14.29122
986,50,the tone perfectly for this,0,          ,-50,-56.03554,-13.48738,42.54816
987,77,of the worst movie i,78,the worst movie i have ,1,-40.96538,-19.3094,21.65598
988,47,is a terrible actor it,48,a terrible actor it is ,1,-27.31241,-20.55633,6.75608
989,47,this absolutely ridiculous story unemployed,43,if you had to believe ,-4,-40.3988,-27.64691,12.75189
990,45,not as funny as a,46,as funny as a movie ,1,-20.25595,-13.50577,6.75018
991,76,stale and boring perhaps a,77,and boring perhaps a is ,1,-41.88611,-27.51451,14.3716
992,47,like a cheap programmer never,36,has one role as a ,-11,-43.34956,-27.84606,15.5035
993,48,get too bad paul anderson,49,too bad paul anderson went ,1,-35.15731,-12.02815,23.12916
994,46,charming the best part is,47,the best part is the ,1,-43.45026,-15.06185,28.38841
995,69,doing its best to inspire,48,some kind of a wonderful ,-21,-46.7562,-25.0316,21.7246
996,49,incorporated the best element of,51,the best element of the ,2,-26.63326,-5.29521,21.33805
997,-1,version is great choice,55,bit too at least for ,56,-54.34994,-23.92736,30.42258
